         200

 0.389908E+04  0.266603E+06 -0.655601E-04  0.000000E+00
 0.382770E+04  0.258901E+06 -0.415595E-04  0.000000E+00
 0.374075E+04  0.251200E+06 -0.134240E-04  0.000000E+00
 0.365198E+04  0.243568E+06 -0.165865E-04  0.000000E+00
 0.357829E+04  0.235957E+06 -0.184974E-04  0.000000E+00
 0.351162E+04  0.228342E+06 -0.127177E-04  0.000000E+00
 0.344659E+04  0.220722E+06 -0.272175E-05  0.000000E+00
 0.338156E+04  0.213102E+06  0.916619E-05  0.000000E+00
 0.331608E+04  0.205490E+06  0.220790E-04  0.000000E+00
 0.325005E+04  0.197894E+06  0.357730E-04  0.000000E+00
 0.318341E+04  0.190320E+06  0.504270E-04  0.000000E+00
 0.311603E+04  0.182776E+06  0.668855E-04  0.000000E+00
 0.304711E+04  0.175269E+06  0.876057E-04  0.000000E+00
 0.297318E+04  0.167810E+06  0.118867E-03  0.000000E+00
 0.288161E+04  0.160432E+06  0.165159E-03  0.000000E+00
 0.277911E+04  0.153234E+06  0.171055E-03  0.000000E+00
 0.269315E+04  0.146205E+06  0.147744E-03  0.000000E+00
 0.262417E+04  0.139265E+06  0.147834E-03  0.000000E+00
 0.255895E+04  0.132402E+06  0.160749E-03  0.000000E+00
 0.249418E+04  0.125624E+06  0.179985E-03  0.000000E+00
 0.242899E+04  0.118937E+06  0.204619E-03  0.000000E+00
 0.236227E+04  0.112353E+06  0.238695E-03  0.000000E+00
 0.228922E+04  0.105883E+06  0.295050E-03  0.000000E+00
 0.219153E+04  0.995802E+05  0.380452E-03  0.000000E+00
 0.209238E+04  0.935860E+05  0.345385E-03  0.000000E+00
 0.201944E+04  0.877891E+05  0.328888E-03  0.000000E+00
 0.195714E+04  0.821313E+05  0.348889E-03  0.000000E+00
 0.189643E+04  0.766102E+05  0.390094E-03  0.000000E+00
 0.183382E+04  0.712349E+05  0.454337E-03  0.000000E+00
 0.176193E+04  0.660266E+05  0.557504E-03  0.000000E+00
 0.167012E+04  0.610542E+05  0.666931E-03  0.000000E+00
 0.158596E+04  0.564141E+05  0.612996E-03  0.000000E+00
 0.152519E+04  0.519686E+05  0.639007E-03  0.000000E+00
 0.146854E+04  0.476898E+05  0.719776E-03  0.000000E+00
 0.140856E+04  0.435853E+05  0.855450E-03  0.000000E+00
 0.133355E+04  0.396912E+05  0.104805E-02  0.000000E+00
 0.125657E+04  0.360986E+05  0.107969E-02  0.000000E+00
 0.119549E+04  0.327412E+05  0.113189E-02  0.000000E+00
 0.114145E+04  0.295685E+05  0.128123E-02  0.000000E+00
 0.108396E+04  0.265813E+05  0.152009E-02  0.000000E+00
 0.101752E+04  0.238143E+05  0.177955E-02  0.000000E+00
 0.955481E+03  0.213044E+05  0.187050E-02  0.000000E+00
 0.904151E+03  0.189816E+05  0.209700E-02  0.000000E+00
 0.852690E+03  0.168322E+05  0.244892E-02  0.000000E+00
 0.796922E+03  0.148705E+05  0.284656E-02  0.000000E+00
 0.744060E+03  0.131114E+05  0.312388E-02  0.000000E+00
 0.697334E+03  0.115136E+05  0.355537E-02  0.000000E+00
 0.650606E+03  0.100669E+05  0.412333E-02  0.000000E+00
 0.604208E+03  0.877528E+04  0.469382E-02  0.000000E+00
 0.560972E+03  0.762560E+04  0.532303E-02  0.000000E+00
 0.520134E+03  0.660090E+04  0.611489E-02  0.000000E+00
 0.480389E+03  0.569385E+04  0.702544E-02  0.000000E+00
 0.442617E+03  0.489686E+04  0.801663E-02  0.000000E+00
 0.407173E+03  0.419707E+04  0.918789E-02  0.000000E+00
 0.373510E+03  0.358513E+04  0.105464E-01  0.000000E+00
 0.341626E+03  0.305277E+04  0.120931E-01  0.000000E+00
 0.311675E+03  0.259147E+04  0.138556E-01  0.000000E+00
 0.283648E+03  0.219289E+04  0.158898E-01  0.000000E+00
 0.257317E+03  0.184971E+04  0.182349E-01  0.000000E+00
 0.232743E+03  0.155582E+04  0.208742E-01  0.000000E+00
 0.209941E+03  0.130452E+04  0.239233E-01  0.000000E+00
 0.188705E+03  0.109060E+04  0.273861E-01  0.000000E+00
 0.169142E+03  0.909288E+03  0.312810E-01  0.000000E+00
 0.151123E+03  0.755648E+03  0.357887E-01  0.000000E+00
 0.134496E+03  0.626287E+03  0.408244E-01  0.000000E+00
 0.119326E+03  0.517637E+03  0.464976E-01  0.000000E+00
 0.105484E+03  0.426570E+03  0.529182E-01  0.000000E+00
 0.929010E+02  0.350600E+03  0.600616E-01  0.000000E+00
 0.815227E+02  0.287328E+03  0.680789E-01  0.000000E+00
 0.712501E+02  0.234848E+03  0.769566E-01  0.000000E+00
 0.620343E+02  0.191462E+03  0.867246E-01  0.000000E+00
 0.539145E+02  0.156165E+03  0.972983E-01  0.000000E+00
 0.468721E+02  0.127821E+03  0.108506E+00  0.000000E+00
 0.407604E+02  0.104956E+03  0.120347E+00  0.000000E+00
 0.354496E+02  0.864499E+02  0.132745E+00  0.000000E+00
 0.308368E+02  0.714174E+02  0.145669E+00  0.000000E+00
 0.268268E+02  0.591615E+02  0.159088E+00  0.000000E+00
 0.233386E+02  0.491419E+02  0.172902E+00  0.000000E+00
 0.203059E+02  0.409225E+02  0.187080E+00  0.000000E+00
 0.176671E+02  0.341593E+02  0.201562E+00  0.000000E+00
 0.153707E+02  0.285806E+02  0.216248E+00  0.000000E+00
 0.133731E+02  0.239646E+02  0.231109E+00  0.000000E+00
 0.116345E+02  0.201350E+02  0.246087E+00  0.000000E+00
 0.101210E+02  0.169513E+02  0.261071E+00  0.000000E+00
 0.880446E+01  0.142972E+02  0.276043E+00  0.000000E+00
 0.765866E+01  0.120790E+02  0.290974E+00  0.000000E+00
 0.666107E+01  0.102222E+02  0.305749E+00  0.000000E+00
 0.579319E+01  0.866451E+01  0.320336E+00  0.000000E+00
 0.503813E+01  0.735468E+01  0.334727E+00  0.000000E+00
 0.438101E+01  0.625153E+01  0.348855E+00  0.000000E+00
 0.380929E+01  0.532100E+01  0.362659E+00  0.000000E+00
 0.331209E+01  0.453450E+01  0.376150E+00  0.000000E+00
 0.287960E+01  0.386856E+01  0.389319E+00  0.000000E+00
 0.250332E+01  0.330410E+01  0.402100E+00  0.000000E+00
 0.217610E+01  0.282497E+01  0.414474E+00  0.000000E+00
 0.189158E+01  0.241761E+01  0.426458E+00  0.000000E+00
 0.164416E+01  0.207085E+01  0.438041E+00  0.000000E+00
 0.142900E+01  0.177537E+01  0.449189E+00  0.000000E+00
 0.124195E+01  0.152331E+01  0.459900E+00  0.000000E+00
 0.107935E+01  0.130802E+01  0.470195E+00  0.000000E+00
 0.937998E+00  0.112395E+01  0.480070E+00  0.000000E+00
 0.815114E+00  0.966458E+00  0.489509E+00  0.000000E+00
 0.708306E+00  0.831576E+00  0.498516E+00  0.000000E+00
 0.615481E+00  0.715950E+00  0.507113E+00  0.000000E+00
 0.534803E+00  0.616752E+00  0.515305E+00  0.000000E+00
 0.464683E+00  0.531594E+00  0.523085E+00  0.000000E+00
 0.403747E+00  0.458441E+00  0.530455E+00  0.000000E+00
 0.350798E+00  0.395552E+00  0.537436E+00  0.000000E+00
 0.304786E+00  0.341451E+00  0.544041E+00  0.000000E+00
 0.264802E+00  0.294887E+00  0.550263E+00  0.000000E+00
 0.230059E+00  0.254791E+00  0.556102E+00  0.000000E+00
 0.199872E+00  0.220244E+00  0.561572E+00  0.000000E+00
 0.173644E+00  0.190462E+00  0.566683E+00  0.000000E+00
 0.150855E+00  0.164778E+00  0.571433E+00  0.000000E+00
 0.131056E+00  0.142619E+00  0.575816E+00  0.000000E+00
 0.113853E+00  0.123493E+00  0.579833E+00  0.000000E+00
 0.989089E-01  0.106979E+00  0.583488E+00  0.000000E+00
 0.859252E-01  0.927138E-01  0.586779E+00  0.000000E+00
 0.746449E-01  0.803883E-01  0.589690E+00  0.000000E+00
 0.648451E-01  0.697356E-01  0.592207E+00  0.000000E+00
 0.563316E-01  0.605256E-01  0.594320E+00  0.000000E+00
 0.489358E-01  0.525606E-01  0.596016E+00  0.000000E+00
 0.425107E-01  0.456705E-01  0.597271E+00  0.000000E+00
 0.369289E-01  0.397091E-01  0.598052E+00  0.000000E+00
 0.320799E-01  0.345500E-01  0.598328E+00  0.000000E+00
 0.278676E-01  0.300843E-01  0.598065E+00  0.000000E+00
 0.242084E-01  0.262180E-01  0.597224E+00  0.000000E+00
 0.210295E-01  0.228699E-01  0.595753E+00  0.000000E+00
 0.182680E-01  0.199704E-01  0.593594E+00  0.000000E+00
 0.158691E-01  0.174589E-01  0.590687E+00  0.000000E+00
 0.137853E-01  0.152832E-01  0.586967E+00  0.000000E+00
 0.119751E-01  0.133981E-01  0.582366E+00  0.000000E+00
 0.104026E-01  0.117646E-01  0.576807E+00  0.000000E+00
 0.903656E-02  0.103492E-01  0.570209E+00  0.000000E+00
 0.784992E-02  0.912258E-02  0.562490E+00  0.000000E+00
 0.681912E-02  0.805958E-02  0.553573E+00  0.000000E+00
 0.592371E-02  0.713835E-02  0.543384E+00  0.000000E+00
 0.514592E-02  0.633999E-02  0.531860E+00  0.000000E+00
 0.447029E-02  0.564813E-02  0.518952E+00  0.000000E+00
 0.388340E-02  0.504862E-02  0.504625E+00  0.000000E+00
 0.337361E-02  0.452921E-02  0.488869E+00  0.000000E+00
 0.293078E-02  0.407929E-02  0.471701E+00  0.000000E+00
 0.254612E-02  0.368966E-02  0.453172E+00  0.000000E+00
 0.221201E-02  0.335235E-02  0.433369E+00  0.000000E+00
 0.192180E-02  0.306045E-02  0.412419E+00  0.000000E+00
 0.166972E-02  0.280798E-02  0.390486E+00  0.000000E+00
 0.145078E-02  0.258974E-02  0.367768E+00  0.000000E+00
 0.126061E-02  0.240125E-02  0.344492E+00  0.000000E+00
 0.109544E-02  0.223860E-02  0.320904E+00  0.000000E+00
 0.951989E-03  0.209843E-02  0.297263E+00  0.000000E+00
 0.827399E-03  0.197781E-02  0.273830E+00  0.000000E+00
 0.719201E-03  0.187419E-02  0.250856E+00  0.000000E+00
 0.625247E-03  0.178536E-02  0.228572E+00  0.000000E+00
 0.543670E-03  0.170940E-02  0.207184E+00  0.000000E+00
 0.472847E-03  0.164464E-02  0.186863E+00  0.000000E+00
 0.411356E-03  0.158964E-02  0.167740E+00  0.000000E+00
 0.357967E-03  0.154318E-02  0.149900E+00  0.000000E+00
 0.311624E-03  0.150417E-02  0.133396E+00  0.000000E+00
 0.271406E-03  0.147168E-02  0.118245E+00  0.000000E+00
 0.236519E-03  0.144492E-02  0.104442E+00  0.000000E+00
 0.206272E-03  0.142316E-02  0.919557E-01  0.000000E+00
 0.180049E-03  0.140581E-02  0.807362E-01  0.000000E+00
 0.157315E-03  0.139239E-02  0.707096E-01  0.000000E+00
 0.137621E-03  0.138249E-02  0.617967E-01  0.000000E+00
 0.120586E-03  0.137579E-02  0.539178E-01  0.000000E+00
 0.105884E-03  0.137203E-02  0.469953E-01  0.000000E+00
 0.932399E-04  0.137100E-02  0.409574E-01  0.000000E+00
 0.824110E-04  0.137265E-02  0.357224E-01  0.000000E+00
 0.732652E-04  0.137644E-02  0.313899E-01  0.000000E+00
 0.641955E-04  0.138880E-02  0.588598E-01  0.000000E+00
